applicable,calculation_reason,f1,false_negative,false_positive,patient,precision,question_id,question_number,reason_not_applicable,recall,system,true_positive,turn_id
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,7af7f126-e4ad-40b9-af47-8a0c500dcb4f,17,,0.0,hybrid_rag,0,44c880ec-f19a-493b-8e2b-15a8be066014
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,7af7f126-e4ad-40b9-af47-8a0c500dcb4f,17,,0.0,hippo_rag,0,7db32492-1bb6-44a4-9949-1f7ac9ae38a8
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-003,0.0,7af7f126-e4ad-40b9-af47-8a0c500dcb4f,17,,0.0,csm,0,8f75c5e4-b624-4cc0-9cc1-6e66e0948a44
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,7af7f126-e4ad-40b9-af47-8a0c500dcb4f,17,,0.0,rolling_summary,0,ac163172-a1ca-4f30-97a6-f052eb720a0e
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,4,SYN-CSM-003,0.0,50a92b2e-d6cc-416b-85ab-3a4a2ef7eff6,18,,0.0,rolling_summary,0,5593f1e3-0731-45c5-9cb2-a38df6df1a4b
True,claim_level_precision_recall_f1_without_claim_id_matching,0.4,1,2,SYN-CSM-003,0.3333333333333333,50a92b2e-d6cc-416b-85ab-3a4a2ef7eff6,18,,0.5,dense_rag,1,62c8bede-ba60-4d9b-a52c-6ab6d1dab0f2
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,4,SYN-CSM-003,0.0,50a92b2e-d6cc-416b-85ab-3a4a2ef7eff6,18,,0.0,hippo_rag,0,67b8f33a-a4d4-42be-87e8-69642acf53f8
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,3,SYN-CSM-003,0.0,50a92b2e-d6cc-416b-85ab-3a4a2ef7eff6,18,,0.0,graph_rag,0,9a9b8608-0d9c-468e-8fdd-8f39afb743b3
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-003,0.0,50a92b2e-d6cc-416b-85ab-3a4a2ef7eff6,18,,0.0,long_context,0,ba6e63c2-81b1-4351-9e3a-d3c968370ea7
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,5,SYN-CSM-003,0.0,50a92b2e-d6cc-416b-85ab-3a4a2ef7eff6,18,,0.0,hybrid_rag,0,d32fe713-06db-4e20-aee9-0498048af647
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-003,0.0,50a92b2e-d6cc-416b-85ab-3a4a2ef7eff6,18,,0.0,csm,0,e1e02992-ebb4-4ab5-a890-e42149c5b5cf
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,4,SYN-CSM-003,0.0,6e795a3f-9888-4a3c-bce9-5830d127db88,19,,0.0,rolling_summary,0,38db2f65-41df-4c7a-865c-7e5c7502b57d
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,3,SYN-CSM-003,0.0,6e795a3f-9888-4a3c-bce9-5830d127db88,19,,0.0,csm,0,573ce546-8816-431c-a4fc-44b0bea371de
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,4,SYN-CSM-003,0.0,6e795a3f-9888-4a3c-bce9-5830d127db88,19,,0.0,long_context,0,640e23ee-3d07-47c4-843e-90c7eeda8271
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-003,0.0,6e795a3f-9888-4a3c-bce9-5830d127db88,19,,0.0,graph_rag,0,715defa1-66ed-47d7-8d7e-62aa2a836161
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,4,SYN-CSM-003,0.0,6e795a3f-9888-4a3c-bce9-5830d127db88,19,,0.0,hybrid_rag,0,81dee84d-63e2-45d5-97ba-8599ed8a0073
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,4,SYN-CSM-003,0.0,6e795a3f-9888-4a3c-bce9-5830d127db88,19,,0.0,dense_rag,0,ec4c4d8d-4ef9-42cf-b2db-e446c1499fca
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,4,SYN-CSM-003,0.0,6e795a3f-9888-4a3c-bce9-5830d127db88,19,,0.0,hippo_rag,0,ffca8d10-73ea-4f7b-8cb2-24af8b5e0e22
True,claim_level_precision_recall_f1_without_claim_id_matching,0.3,9,5,SYN-CSM-003,0.375,7f1ae3d4-f1ce-4391-b1ae-e4b5e4539173,20,,0.25,hippo_rag,3,072954f2-2a5b-418b-b174-d19762511f62
True,claim_level_precision_recall_f1_without_claim_id_matching,0.1,11,7,SYN-CSM-003,0.125,7f1ae3d4-f1ce-4391-b1ae-e4b5e4539173,20,,0.08333333333333333,long_context,1,31cc6372-eaf1-4abe-8931-3b71d55bb227
True,claim_level_precision_recall_f1_without_claim_id_matching,0.3,9,5,SYN-CSM-003,0.375,7f1ae3d4-f1ce-4391-b1ae-e4b5e4539173,20,,0.25,rolling_summary,3,3850ec9a-1d71-47c9-918e-fafef5389f8d
True,claim_level_precision_recall_f1_without_claim_id_matching,0.3157894736842105,9,4,SYN-CSM-003,0.42857142857142855,7f1ae3d4-f1ce-4391-b1ae-e4b5e4539173,20,,0.25,csm,3,64573b47-85f1-4605-a57f-098142f1333f
True,claim_level_precision_recall_f1_without_claim_id_matching,0.47058823529411764,8,1,SYN-CSM-003,0.8,7f1ae3d4-f1ce-4391-b1ae-e4b5e4539173,20,,0.3333333333333333,hybrid_rag,4,82b3f5d3-d413-4a05-ad89-c81852350c28
True,claim_level_precision_recall_f1_without_claim_id_matching,0.2,10,6,SYN-CSM-003,0.25,7f1ae3d4-f1ce-4391-b1ae-e4b5e4539173,20,,0.16666666666666666,graph_rag,2,bc23c96f-568d-481e-88cd-5bfe0cfcc8b0
True,claim_level_precision_recall_f1_without_claim_id_matching,0.125,11,3,SYN-CSM-003,0.25,7f1ae3d4-f1ce-4391-b1ae-e4b5e4539173,20,,0.08333333333333333,dense_rag,1,d47ac31e-f6d4-4fac-be39-9ae0707e44bc
