metric_name,comparison,paired_sample_count,mean_difference,median_difference,effect_size,ci_low,ci_high,raw_p_value,adjusted_p_value,test_result,reason
online_query_cost,csm_v3_vs_dense_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
online_query_cost,csm_v3_vs_hybrid_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
online_query_cost,csm_v3_vs_graph_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
online_query_cost,csm_v3_vs_hippo_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
online_query_cost,csm_v3_vs_csm_v2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
operational_wall_clock_latency_ms,csm_v3_vs_long_context,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
operational_wall_clock_latency_ms,csm_v3_vs_rolling_summary,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
operational_wall_clock_latency_ms,csm_v3_vs_dense_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
operational_wall_clock_latency_ms,csm_v3_vs_hybrid_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
operational_wall_clock_latency_ms,csm_v3_vs_graph_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
operational_wall_clock_latency_ms,csm_v3_vs_hippo_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
operational_wall_clock_latency_ms,csm_v3_vs_csm_v2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
processing_latency_ms,csm_v3_vs_long_context,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
processing_latency_ms,csm_v3_vs_rolling_summary,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
processing_latency_ms,csm_v3_vs_dense_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
processing_latency_ms,csm_v3_vs_hybrid_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
processing_latency_ms,csm_v3_vs_graph_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
processing_latency_ms,csm_v3_vs_hippo_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
processing_latency_ms,csm_v3_vs_csm_v2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
provider_generation_latency_ms,csm_v3_vs_long_context,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
provider_generation_latency_ms,csm_v3_vs_rolling_summary,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
provider_generation_latency_ms,csm_v3_vs_dense_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
provider_generation_latency_ms,csm_v3_vs_hybrid_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
provider_generation_latency_ms,csm_v3_vs_graph_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
provider_generation_latency_ms,csm_v3_vs_hippo_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
provider_generation_latency_ms,csm_v3_vs_csm_v2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
retrieval_activation_latency_ms,csm_v3_vs_long_context,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
retrieval_activation_latency_ms,csm_v3_vs_rolling_summary,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
retrieval_activation_latency_ms,csm_v3_vs_dense_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
retrieval_activation_latency_ms,csm_v3_vs_hybrid_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
retrieval_activation_latency_ms,csm_v3_vs_graph_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
retrieval_activation_latency_ms,csm_v3_vs_hippo_rag,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
retrieval_activation_latency_ms,csm_v3_vs_csm_v2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A,no_stored_csm_v3_observation_level_metric_rows
