patient,question_number,question,route_v2,route_v3,expected_sources,v2_sources,v3_sources,sources_lost_in_v3,sources_added_in_v3,v2_precision,v3_precision,v2_recall,v3_recall,v2_answer_score,v3_answer_score,v2_tokens,v3_tokens,diagnosed_failure_reason
SYN-CSM-002,3,What contradiction entered the record on 10 February?,temporal_state,temporal_state,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""862e42ef-ef0f-45c8-914f-bb85f145a2ae"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""9311b153-e6bf-4875-9eb2-edeec723d1b1""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""862e42ef-ef0f-45c8-914f-bb85f145a2ae"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""9fe1621d-2a1f-4690-96ba-cae5df236aec"", ""bf6612ab-30cb-473d-90fc-f63f72980a9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac"", ""d986c6c9-ebaa-4304-a4c3-a1d9d8577b5a"", ""fffbacf9-2862-4276-8b86-c846fb991c88""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]","[""862e42ef-ef0f-45c8-914f-bb85f145a2ae""]",[],0.1,0.0,0.2,0.0,0.0,0.0,2705,2093,OVER_PRUNING|INSUFFICIENT_LINEAGE: lost_expected=1; v2_recall=0.200000; v3_recall=0.000000; v2_answer=0.000000; v3_answer=0.000000
SYN-CSM-002,4,Should the two hospital summaries count as two independent confirmations of no allergy?,high_risk_review,high_risk_review,"[""862e42ef-ef0f-45c8-914f-bb85f145a2ae"", ""9311b153-e6bf-4875-9eb2-edeec723d1b1"", ""98402931-401e-44e9-8d6e-0fbde7f989fc"", ""f7ec5120-23f9-45d3-bc0c-f31f0b8b7c1e""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""91dfb1e3-dff7-4b57-92d0-c42302361948"", ""9fe1621d-2a1f-4690-96ba-cae5df236aec"", ""bf6612ab-30cb-473d-90fc-f63f72980a9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""9fe1621d-2a1f-4690-96ba-cae5df236aec"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]",[],[],0.0,0.0,0.0,0.0,0.0,0.0,2939,2320,NO_REGRESSION_DETECTED: lost_expected=0; v2_recall=0.000000; v3_recall=0.000000; v2_answer=0.000000; v3_answer=0.000000
SYN-CSM-002,5,What should the allergy-state status be after the duplicate hospital record is added?,high_risk_review,high_risk_review,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""862e42ef-ef0f-45c8-914f-bb85f145a2ae"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""9311b153-e6bf-4875-9eb2-edeec723d1b1"", ""98402931-401e-44e9-8d6e-0fbde7f989fc"", ""f7ec5120-23f9-45d3-bc0c-f31f0b8b7c1e""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""91dfb1e3-dff7-4b57-92d0-c42302361948"", ""9fe1621d-2a1f-4690-96ba-cae5df236aec"", ""bf6612ab-30cb-473d-90fc-f63f72980a9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]",[],[],0.0,0.0,0.0,0.0,0.0,0.0,2692,2237,TEMPORAL_ERROR|STATE_UPDATE_ERROR: lost_expected=0; v2_recall=0.000000; v3_recall=0.000000; v2_answer=0.000000; v3_answer=0.000000
SYN-CSM-002,6,"What does the external allergist letter support, and what does it not establish?",state_first,state_first,"[""c1b10f0c-5675-4c5f-bffc-f24e9f380099"", ""df43e673-2678-44ab-86ee-2016f737e9cd""]","[""408bf167-2939-429a-bb9a-1e636e81663a"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""91dfb1e3-dff7-4b57-92d0-c42302361948"", ""9fe1621d-2a1f-4690-96ba-cae5df236aec"", ""bf6612ab-30cb-473d-90fc-f63f72980a9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac"", ""c1b10f0c-5675-4c5f-bffc-f24e9f380099"", ""ea22f61d-c434-4ab6-a7c3-2b6b6925ebd2""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]","[""c1b10f0c-5675-4c5f-bffc-f24e9f380099""]",[],0.1,0.0,0.3333333333333333,0.0,0.3333333333333333,,2942,2060,OVER_PRUNING|INSUFFICIENT_LINEAGE|SERIALIZATION_INFORMATION_LOSS: lost_expected=1; v2_recall=0.333333; v3_recall=0.000000; v2_answer=0.333333; v3_answer=NULL
SYN-CSM-002,7,How is the contradiction resolved on 20 February?,temporal_state,temporal_state,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""3a49520b-8fee-45f8-934d-9d52db21acf5"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""aa836cec-1a9e-4c3b-a670-d260c01136a5"", ""c1b10f0c-5675-4c5f-bffc-f24e9f380099"", ""df43e673-2678-44ab-86ee-2016f737e9cd""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""91dfb1e3-dff7-4b57-92d0-c42302361948"", ""9fe1621d-2a1f-4690-96ba-cae5df236aec"", ""bf6612ab-30cb-473d-90fc-f63f72980a9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]",[],[],0.0,0.0,0.0,0.0,0.25,,2770,2065,SERIALIZATION_INFORMATION_LOSS: lost_expected=0; v2_recall=0.000000; v3_recall=0.000000; v2_answer=0.250000; v3_answer=NULL
SYN-CSM-002,8,Should the unsupported chat statement about anaphylactic shock update the active allergy severity?,high_risk_review,high_risk_review,"[""03ef8668-4d8a-4f40-ac0c-7190244c10cf"", ""0a11dafd-4111-4de7-b645-02a577c73563"", ""1987e74d-ece7-4c61-89b1-414398ebd9a7"", ""19df152d-b0cf-4200-8e66-5a34557bd981"", ""27860a62-0e8b-4371-9b7a-b1ac2ecdc80a"", ""2cdd70a9-7e99-46f2-a383-f1f638b16a85"", ""336a9528-4531-4d60-9e60-b573ef30c139"", ""36f31ab1-bb0c-4208-b8d5-d62bc3ce0afc"", ""39af198e-d840-49f1-9c33-0780b370d757"", ""4491c7f7-80e4-407a-b2f2-d0d4a68ea206"", ""45309762-0d3d-49c8-a9e4-552374bd2d1d"", ""4adda335-efbc-498b-813f-dde3cad57023"", ""4b6ef3e3-808f-4f72-93bc-451587e37d49"", ""5d5ace30-81ae-4e5c-9e40-bcd745a72ebf"", ""77e2e274-ea2a-4305-b36c-888db215e9f7"", ""7b34594d-a34f-4df7-b3ae-5c724fa1a87e"", ""True"", ""a1305ba4-647a-44a4-902a-6795f93250d6"", ""a82e2ef9-7899-4d17-9d5f-4019c63e8605"", ""b73a625d-c960-4416-934b-f6aeb1be160e"", ""c04f8c57-d37d-44d9-859b-e6ae3d81383f"", ""c0bae49b-17a0-44f8-aa16-1eb517c94516"", ""cd166dae-dafe-4e9c-8c3f-fa60c89d8b61"", ""e2f9e163-09ef-478d-a6d4-a5aa39787a0c"", ""f2c1f652-37bd-4358-bfda-1f1288b992d1"", ""f58edfec-f34b-449f-9fa7-56618781d9d9"", ""f6f08c15-7006-4266-8b84-5b19a8c73f2e""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""91dfb1e3-dff7-4b57-92d0-c42302361948"", ""9fe1621d-2a1f-4690-96ba-cae5df236aec"", ""bf6612ab-30cb-473d-90fc-f63f72980a9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]",[],[],0.0,0.0,0.0,0.0,0.4,0.4,2961,2531,NO_REGRESSION_DETECTED: lost_expected=0; v2_recall=0.000000; v3_recall=0.000000; v2_answer=0.400000; v3_answer=0.400000
SYN-CSM-002,9,What is the latest resolved allergy state?,temporal_state,state_first,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""3a49520b-8fee-45f8-934d-9d52db21acf5"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""aa836cec-1a9e-4c3b-a670-d260c01136a5"", ""c1b10f0c-5675-4c5f-bffc-f24e9f380099"", ""df43e673-2678-44ab-86ee-2016f737e9cd""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""91dfb1e3-dff7-4b57-92d0-c42302361948"", ""9fe1621d-2a1f-4690-96ba-cae5df236aec"", ""bf6612ab-30cb-473d-90fc-f63f72980a9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]",[],[],0.0,0.0,0.0,0.0,0.25,0.0,2754,2187,ROUTE_ERROR|TEMPORAL_ERROR|SERIALIZATION_INFORMATION_LOSS: lost_expected=0; v2_recall=0.000000; v3_recall=0.000000; v2_answer=0.250000; v3_answer=0.000000
SYN-CSM-002,10,Quote the exact retraction sentence from the correction notice.,correction_state,correction_state,"[""3a49520b-8fee-45f8-934d-9d52db21acf5"", ""aa836cec-1a9e-4c3b-a670-d260c01136a5""]","[""160cd306-2715-4bc0-bb66-168979a922e5"", ""3a49520b-8fee-45f8-934d-9d52db21acf5"", ""408bf167-2939-429a-bb9a-1e636e81663a"", ""44febe2a-d78d-475b-80e4-90ec2d2179a9"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""862e42ef-ef0f-45c8-914f-bb85f145a2ae"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""932962db-18db-4e8d-8e98-19525df0629a"", ""9fe1621d-2a1f-4690-96ba-cae5df236aec"", ""aa836cec-1a9e-4c3b-a670-d260c01136a5"", ""b29a2bb5-7d1d-4731-b714-6203d0d4b3b1"", ""c1b10f0c-5675-4c5f-bffc-f24e9f380099"", ""d986c6c9-ebaa-4304-a4c3-a1d9d8577b5a"", ""ea22f61d-c434-4ab6-a7c3-2b6b6925ebd2"", ""f7ec5120-23f9-45d3-bc0c-f31f0b8b7c1e"", ""fffbacf9-2862-4276-8b86-c846fb991c88""]","[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""3342ad74-fe44-4aee-a72e-81ce2b8a979a"", ""6380a473-ff27-48a6-88fb-507eab7c0870"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""9311b153-e6bf-4875-9eb2-edeec723d1b1"", ""a39c5e57-70b4-4767-bbb9-3dbb713993eb"", ""aa836cec-1a9e-4c3b-a670-d260c01136a5"", ""b29a2bb5-7d1d-4731-b714-6203d0d4b3b1"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac"", ""d986c6c9-ebaa-4304-a4c3-a1d9d8577b5a"", ""df43e673-2678-44ab-86ee-2016f737e9cd"", ""ea22f61d-c434-4ab6-a7c3-2b6b6925ebd2""]","[""3a49520b-8fee-45f8-934d-9d52db21acf5""]","[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""3342ad74-fe44-4aee-a72e-81ce2b8a979a"", ""6380a473-ff27-48a6-88fb-507eab7c0870"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""9311b153-e6bf-4875-9eb2-edeec723d1b1"", ""a39c5e57-70b4-4767-bbb9-3dbb713993eb"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac"", ""df43e673-2678-44ab-86ee-2016f737e9cd""]",0.125,0.06666666666666667,0.6666666666666666,0.3333333333333333,0.0,0.0,2739,2861,OVER_PRUNING|INSUFFICIENT_LINEAGE: lost_expected=1; v2_recall=0.666667; v3_recall=0.333333; v2_answer=0.000000; v3_answer=0.000000
SYN-CSM-002,11,Which sources directly support the allergy history?,state_first,temporal_state,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""3a49520b-8fee-45f8-934d-9d52db21acf5"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""aa836cec-1a9e-4c3b-a670-d260c01136a5"", ""c1b10f0c-5675-4c5f-bffc-f24e9f380099"", ""df43e673-2678-44ab-86ee-2016f737e9cd""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""91dfb1e3-dff7-4b57-92d0-c42302361948"", ""9fe1621d-2a1f-4690-96ba-cae5df236aec"", ""bf6612ab-30cb-473d-90fc-f63f72980a9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]",[],[],0.125,0.25,0.125,0.125,0.0,0.0,2672,2300,NO_REGRESSION_DETECTED: lost_expected=0; v2_recall=0.125000; v3_recall=0.125000; v2_answer=0.000000; v3_answer=0.000000
SYN-CSM-002,12,Which citation is invalid support for anaphylaxis: DOC-P2-005 or CHAT-P2-003?,exact_source,exact_source,"[""03ef8668-4d8a-4f40-ac0c-7190244c10cf"", ""0a11dafd-4111-4de7-b645-02a577c73563"", ""27860a62-0e8b-4371-9b7a-b1ac2ecdc80a"", ""36f31ab1-bb0c-4208-b8d5-d62bc3ce0afc"", ""4491c7f7-80e4-407a-b2f2-d0d4a68ea206"", ""4b6ef3e3-808f-4f72-93bc-451587e37d49"", ""7b34594d-a34f-4df7-b3ae-5c724fa1a87e"", ""True"", ""a82e2ef9-7899-4d17-9d5f-4019c63e8605"", ""c04f8c57-d37d-44d9-859b-e6ae3d81383f"", ""c0bae49b-17a0-44f8-aa16-1eb517c94516"", ""c1b10f0c-5675-4c5f-bffc-f24e9f380099"", ""cd166dae-dafe-4e9c-8c3f-fa60c89d8b61"", ""df43e673-2678-44ab-86ee-2016f737e9cd"", ""e2f9e163-09ef-478d-a6d4-a5aa39787a0c"", ""f58edfec-f34b-449f-9fa7-56618781d9d9""]","[""160cd306-2715-4bc0-bb66-168979a922e5"", ""28db4b51-67c3-414a-a3a3-3e924c985a4c"", ""3342ad74-fe44-4aee-a72e-81ce2b8a979a"", ""3a49520b-8fee-45f8-934d-9d52db21acf5"", ""408bf167-2939-429a-bb9a-1e636e81663a"", ""44febe2a-d78d-475b-80e4-90ec2d2179a9"", ""6380a473-ff27-48a6-88fb-507eab7c0870"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""6fcea49c-4ee2-4166-93db-982c100f3232"", ""862e42ef-ef0f-45c8-914f-bb85f145a2ae"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""932962db-18db-4e8d-8e98-19525df0629a"", ""9fe1621d-2a1f-4690-96ba-cae5df236aec"", ""b29a2bb5-7d1d-4731-b714-6203d0d4b3b1"", ""c1b10f0c-5675-4c5f-bffc-f24e9f380099"", ""d986c6c9-ebaa-4304-a4c3-a1d9d8577b5a"", ""e25767af-00d0-4d6e-b3ce-2e327cf2b194"", ""ea22f61d-c434-4ab6-a7c3-2b6b6925ebd2"", ""f7ec5120-23f9-45d3-bc0c-f31f0b8b7c1e"", ""fffbacf9-2862-4276-8b86-c846fb991c88""]","[""3342ad74-fe44-4aee-a72e-81ce2b8a979a"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""91dfb1e3-dff7-4b57-92d0-c42302361948"", ""9fe1621d-2a1f-4690-96ba-cae5df236aec"", ""a39c5e57-70b4-4767-bbb9-3dbb713993eb"", ""bf6612ab-30cb-473d-90fc-f63f72980a9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac"", ""df43e673-2678-44ab-86ee-2016f737e9cd"", ""ea22f61d-c434-4ab6-a7c3-2b6b6925ebd2""]","[""c1b10f0c-5675-4c5f-bffc-f24e9f380099""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""91dfb1e3-dff7-4b57-92d0-c42302361948"", ""a39c5e57-70b4-4767-bbb9-3dbb713993eb"", ""bf6612ab-30cb-473d-90fc-f63f72980a9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac"", ""df43e673-2678-44ab-86ee-2016f737e9cd""]",0.05,0.08333333333333333,0.0625,0.043478260869565216,0.5,0.6666666666666666,2936,2974,OVER_PRUNING|MISSING_EVIDENCE_FALLBACK: lost_expected=1; v2_recall=0.062500; v3_recall=0.043478; v2_answer=0.500000; v3_answer=0.666667
SYN-CSM-002,13,"What was the effective date of the historical reaction, and when was it recorded in Sustha?",temporal_state,temporal_state,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""9fe1621d-2a1f-4690-96ba-cae5df236aec""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""91dfb1e3-dff7-4b57-92d0-c42302361948"", ""9fe1621d-2a1f-4690-96ba-cae5df236aec"", ""bf6612ab-30cb-473d-90fc-f63f72980a9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]","[""9fe1621d-2a1f-4690-96ba-cae5df236aec""]",[],0.125,0.0,0.25,0.0,0.0,0.0,2744,2294,OVER_PRUNING|INSUFFICIENT_LINEAGE: lost_expected=1; v2_recall=0.250000; v3_recall=0.000000; v2_answer=0.000000; v3_answer=0.000000
SYN-CSM-002,14,"Classify the medication-safety outcome after reconciliation: resolved, contested, or unknown.",temporal_state,temporal_state,"[""3a49520b-8fee-45f8-934d-9d52db21acf5"", ""aa836cec-1a9e-4c3b-a670-d260c01136a5"", ""c1b10f0c-5675-4c5f-bffc-f24e9f380099"", ""df43e673-2678-44ab-86ee-2016f737e9cd""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""91dfb1e3-dff7-4b57-92d0-c42302361948"", ""9fe1621d-2a1f-4690-96ba-cae5df236aec"", ""bf6612ab-30cb-473d-90fc-f63f72980a9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]",[],[],0.0,0.0,0.0,0.0,0.0,0.0,2590,2140,NO_REGRESSION_DETECTED: lost_expected=0; v2_recall=0.000000; v3_recall=0.000000; v2_answer=0.000000; v3_answer=0.000000
SYN-CSM-002,15,"Before 18 February, could the system use the allergist letter?",temporal_state,temporal_state,"[""2c986fe9-ee7f-41b2-b1fd-edbbef8edf2f"", ""3a49520b-8fee-45f8-934d-9d52db21acf5"", ""862e42ef-ef0f-45c8-914f-bb85f145a2ae"", ""8debd3a9-7d56-4f30-8e39-6c382f8eac5f"", ""9311b153-e6bf-4875-9eb2-edeec723d1b1"", ""98402931-401e-44e9-8d6e-0fbde7f989fc"", ""aa836cec-1a9e-4c3b-a670-d260c01136a5"", ""c1b10f0c-5675-4c5f-bffc-f24e9f380099"", ""df43e673-2678-44ab-86ee-2016f737e9cd"", ""f7ec5120-23f9-45d3-bc0c-f31f0b8b7c1e""]","[""408bf167-2939-429a-bb9a-1e636e81663a"", ""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""91dfb1e3-dff7-4b57-92d0-c42302361948"", ""9fe1621d-2a1f-4690-96ba-cae5df236aec"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac"", ""c1b10f0c-5675-4c5f-bffc-f24e9f380099"", ""ea22f61d-c434-4ab6-a7c3-2b6b6925ebd2""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]","[""c1b10f0c-5675-4c5f-bffc-f24e9f380099""]",[],0.1,0.0,0.09090909090909091,0.0,0.0,0.0,2880,2092,OVER_PRUNING|INSUFFICIENT_LINEAGE: lost_expected=1; v2_recall=0.090909; v3_recall=0.000000; v2_answer=0.000000; v3_answer=0.000000
SYN-CSM-002,16,Which record should be treated as retracted but still retained for audit?,decision_state,decision_state,"[""3a49520b-8fee-45f8-934d-9d52db21acf5"", ""862e42ef-ef0f-45c8-914f-bb85f145a2ae"", ""9311b153-e6bf-4875-9eb2-edeec723d1b1"", ""98402931-401e-44e9-8d6e-0fbde7f989fc"", ""aa836cec-1a9e-4c3b-a670-d260c01136a5"", ""f7ec5120-23f9-45d3-bc0c-f31f0b8b7c1e""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""66e57bbe-fb68-43c7-810c-23a150eaae26"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""91dfb1e3-dff7-4b57-92d0-c42302361948"", ""9fe1621d-2a1f-4690-96ba-cae5df236aec"", ""bf6612ab-30cb-473d-90fc-f63f72980a9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]","[""66a24697-9176-49ad-a3c7-71d68813d9e1"", ""8bb866c4-e823-4913-b09f-0eec883daa68"", ""8dccc08a-484a-438f-ac5c-ac156ef18e9c"", ""c0565441-cb26-4c90-ac56-6ae55e7d4dac""]",[],[],0.0,0.0,0.0,0.0,0.0,,2623,2032,SERIALIZATION_INFORMATION_LOSS: lost_expected=0; v2_recall=0.000000; v3_recall=0.000000; v2_answer=0.000000; v3_answer=NULL
