aggregation_level,applicability_rules,applicable_rows,ci95_high,ci95_low,direction,display_name,failed_rows,formula,mean,metric_name,n,not_applicable_rows,pending_rows,reason_not_applicable,required_inputs,stddev,system,unit,version
weighted_ratio,report_missing,1,1.0,1.0,higher_is_better,Faithfulness,0,Factual claims supported by the context supplied to the final-answer model.,1.0,faithfulness,1,0,0,,"[""generated_claims"", ""retrieval_context""]",0,hippo_rag,ratio,1.0
weighted_mean,report_missing,1,1.0,1.0,higher_is_better,Groundedness,0,"Evidence relevance, entailment, valid time, and resolvable lineage.",1.0,groundedness,1,0,0,,"[""generated_claims"", ""citations"", ""source_lineage""]",0,hippo_rag,score,1.0
bin_weighted_error,not_applicable_when_missing_confidence,1,0.9366666666666664,0.9366666666666664,lower_is_better,Expected Calibration Error,0,Confidence calibration error using real answer or claim confidence values.,0.9366666666666664,expected_calibration_error,1,0,0,,"[""confidence"", ""claim_correctness""]",0,hippo_rag,ece,1.0
macro_f1,report_missing,1,0.20512820512820512,0.20512820512820512,higher_is_better,Lineage/Citation F1,0,"F1 over canonical source, document, page, and section references.",0.20512820512820512,lineage_citation_f1,1,0,0,,"[""citations"", ""expected_evidence""]",0,hippo_rag,f1,1.0
component_mean,not_applicable_without_contradiction,1,0.0,0.0,higher_is_better,Contradiction Handling,0,"Detection, source identification, state selection, and conflict communication.",0.0,contradiction_handling,1,0,0,,"[""contradiction_truth"", ""generated_answer""]",0,hippo_rag,score,1.0
success_rate,not_applicable_without_correction,1,0.0,0.0,higher_is_better,Correction Recovery,0,Correct use of corrected facts after explicit correction events.,0.0,correction_recovery,1,0,0,,"[""correction_truth"", ""post_correction_answers""]",0,hippo_rag,ratio,1.0
macro_precision_at_k,report_missing,1,0.19444444444444445,0.19444444444444445,higher_is_better,Retrieval Precision,0,Relevant retrieved context items divided by retrieved items at configured K.,0.19444444444444445,retrieval_precision,1,0,0,,"[""retrieval_items"", ""expected_relevant_sources""]",0,hippo_rag,precision,1.0
macro_recall_at_k,report_missing,1,0.7777777777777778,0.7777777777777778,higher_is_better,Retrieval Recall,0,Relevant retrieved context items divided by all expected relevant items.,0.7777777777777778,retrieval_recall,1,0,0,,"[""retrieval_items"", ""expected_relevant_sources""]",0,hippo_rag,recall,1.0
mean,report_missing,1,2200.15,2200.15,lower_is_better,Tokens per Query,0,Online answer input plus output tokens per completed query.,2200.15,tokens_per_query,1,0,0,,"[""llm_calls""]",0,hippo_rag,tokens,1.0
p95,report_missing,1,128433.6,128433.6,lower_is_better,p95 Latency,0,95th percentile end-to-end backend query latency.,128433.6,p95_latency,1,0,0,,"[""turn_timings""]",0,hippo_rag,milliseconds,1.0
sum,unavailable_when_pricing_missing,1,0.0104052,0.0104052,lower_is_better,Total Cost,0,Versioned provider-token cost for operational system calls.,0.0104052,total_cost,1,0,0,,"[""token_usage"", ""model_pricing""]",0,hippo_rag,usd,1.0
macro_f1,report_missing,0,,,higher_is_better,Memory Update Accuracy,0,Macro F1 over expected state transition labels after updates.,,memory_update_accuracy,0,1,0,missing_generated_state_transitions,"[""state_transitions"", ""generated_claims""]",,hippo_rag,f1,1.0
median_with_censoring,not_applicable_without_recovery_event,0,,,lower_is_better,State Recovery Time,0,Median turns to first fully correct answer after recovery-triggering events.,,state_recovery_time,0,1,0,no_recovery_event,"[""recovery_events"", ""answers""]",,hippo_rag,turns,1.0
weighted_mean,report_missing,1,0.0,0.0,higher_is_better,State Accuracy,0,Correct current-state components against ground truth.,0.0,state_accuracy,1,0,0,,"[""generated_claims"", ""ground_truth_state""]",0,csm,ratio,1.0
macro_mean,report_missing,0,,,higher_is_better,Temporal Consistency,0,"Consistency with event order, valid time, and cross-turn history.",,temporal_consistency,0,1,0,missing_temporal_ground_truth,"[""generated_claims"", ""timeline_events""]",,csm,ratio,1.0
macro_f1,report_missing,0,,,higher_is_better,Decision F1,0,Macro F1 over controlled research decision labels.,,decision_f1,0,1,0,missing_predicted_decision_labels,"[""predicted_labels"", ""ground_truth_labels""]",,csm,f1,1.0
macro_f1,report_missing,1,0.0,0.0,higher_is_better,Answer Accuracy,0,Claim-level macro F1 against accepted ground-truth claims.,0.0,answer_accuracy,1,0,0,,"[""generated_claims"", ""ground_truth_claims""]",0,csm,f1,1.0
weighted_ratio,report_missing,1,1.0,1.0,lower_is_better,Hallucination Rate,0,Unsupported plus contradicted factual claims divided by factual generated claims.,1.0,hallucination_rate,1,0,0,,"[""claim_support_classifications""]",0,csm,ratio,1.0
weighted_ratio,report_missing,1,0.0,0.0,higher_is_better,Evidence Support Rate,0,Factual claims supported by valid available evidence.,0.0,evidence_support_rate,1,0,0,,"[""claim_support_classifications"", ""citation_audit""]",0,csm,ratio,1.0
weighted_ratio,report_missing,1,1.0,1.0,lower_is_better,Unsupported Claim Rate,0,Unsupported factual claims divided by claims requiring evidence.,1.0,unsupported_claim_rate,1,0,0,,"[""claim_support_classifications""]",0,csm,ratio,1.0
weighted_ratio,report_missing,1,0.36363636363636365,0.36363636363636365,lower_is_better,Fabricated Citation Rate,0,Generated citations that cannot resolve to supplied valid evidence.,0.36363636363636365,fabricated_citation_rate,1,0,0,,"[""citations"", ""retrieval_context""]",0,csm,ratio,1.0
weighted_ratio,report_missing,1,0.9069767441860465,0.9069767441860465,higher_is_better,Faithfulness,0,Factual claims supported by the context supplied to the final-answer model.,0.9069767441860465,faithfulness,1,0,0,,"[""generated_claims"", ""retrieval_context""]",0,csm,ratio,1.0
weighted_mean,report_missing,1,0.9069767441860465,0.9069767441860465,higher_is_better,Groundedness,0,"Evidence relevance, entailment, valid time, and resolvable lineage.",0.9069767441860465,groundedness,1,0,0,,"[""generated_claims"", ""citations"", ""source_lineage""]",0,csm,score,1.0
bin_weighted_error,not_applicable_when_missing_confidence,1,0.9169230769230766,0.9169230769230766,lower_is_better,Expected Calibration Error,0,Confidence calibration error using real answer or claim confidence values.,0.9169230769230766,expected_calibration_error,1,0,0,,"[""confidence"", ""claim_correctness""]",0,csm,ece,1.0
macro_f1,report_missing,1,0.1290322580645161,0.1290322580645161,higher_is_better,Lineage/Citation F1,0,"F1 over canonical source, document, page, and section references.",0.1290322580645161,lineage_citation_f1,1,0,0,,"[""citations"", ""expected_evidence""]",0,csm,f1,1.0
component_mean,not_applicable_without_contradiction,1,0.0,0.0,higher_is_better,Contradiction Handling,0,"Detection, source identification, state selection, and conflict communication.",0.0,contradiction_handling,1,0,0,,"[""contradiction_truth"", ""generated_answer""]",0,csm,score,1.0
success_rate,not_applicable_without_correction,1,0.0,0.0,higher_is_better,Correction Recovery,0,Correct use of corrected facts after explicit correction events.,0.0,correction_recovery,1,0,0,,"[""correction_truth"", ""post_correction_answers""]",0,csm,ratio,1.0
macro_precision_at_k,report_missing,1,0.1111111111111111,0.1111111111111111,higher_is_better,Retrieval Precision,0,Relevant retrieved context items divided by retrieved items at configured K.,0.1111111111111111,retrieval_precision,1,0,0,,"[""retrieval_items"", ""expected_relevant_sources""]",0,csm,precision,1.0
macro_recall_at_k,report_missing,1,0.3333333333333333,0.3333333333333333,higher_is_better,Retrieval Recall,0,Relevant retrieved context items divided by all expected relevant items.,0.3333333333333333,retrieval_recall,1,0,0,,"[""retrieval_items"", ""expected_relevant_sources""]",0,csm,recall,1.0
mean,report_missing,1,2836.25,2836.25,lower_is_better,Tokens per Query,0,Online answer input plus output tokens per completed query.,2836.25,tokens_per_query,1,0,0,,"[""llm_calls""]",0,csm,tokens,1.0
p95,report_missing,1,127300.15,127300.15,lower_is_better,p95 Latency,0,95th percentile end-to-end backend query latency.,127300.15,p95_latency,1,0,0,,"[""turn_timings""]",0,csm,milliseconds,1.0
sum,unavailable_when_pricing_missing,1,0.011775299999999999,0.011775299999999999,lower_is_better,Total Cost,0,Versioned provider-token cost for operational system calls.,0.011775299999999999,total_cost,1,0,0,,"[""token_usage"", ""model_pricing""]",0,csm,usd,1.0
macro_f1,report_missing,0,,,higher_is_better,Memory Update Accuracy,0,Macro F1 over expected state transition labels after updates.,,memory_update_accuracy,0,1,0,missing_generated_state_transitions,"[""state_transitions"", ""generated_claims""]",,csm,f1,1.0
median_with_censoring,not_applicable_without_recovery_event,0,,,lower_is_better,State Recovery Time,0,Median turns to first fully correct answer after recovery-triggering events.,,state_recovery_time,0,1,0,no_recovery_event,"[""recovery_events"", ""answers""]",,csm,turns,1.0
