aggregation_level,applicability_rules,applicable_rows,ci95_high,ci95_low,direction,display_name,failed_rows,formula,mean,metric_name,n,not_applicable_rows,pending_rows,reason_not_applicable,required_inputs,stddev,system,unit,version
weighted_mean,report_missing,1,1.0,1.0,higher_is_better,Groundedness,0,"Evidence relevance, entailment, valid time, and resolvable lineage.",1.0,groundedness,1,0,0,,"[""generated_claims"", ""citations"", ""source_lineage""]",0,hippo_rag,score,1.0
bin_weighted_error,not_applicable_when_missing_confidence,1,0.8231111111111111,0.8231111111111111,lower_is_better,Expected Calibration Error,0,Confidence calibration error using real answer or claim confidence values.,0.8231111111111111,expected_calibration_error,1,0,0,,"[""confidence"", ""claim_correctness""]",0,hippo_rag,ece,1.0
macro_f1,report_missing,1,0.20408163265306123,0.20408163265306123,higher_is_better,Lineage/Citation F1,0,"F1 over canonical source, document, page, and section references.",0.20408163265306123,lineage_citation_f1,1,0,0,,"[""citations"", ""expected_evidence""]",0,hippo_rag,f1,1.0
component_mean,not_applicable_without_contradiction,0,,,higher_is_better,Contradiction Handling,0,"Detection, source identification, state selection, and conflict communication.",,contradiction_handling,0,1,0,no_ground_truth_contradictions,"[""contradiction_truth"", ""generated_answer""]",,hippo_rag,score,1.0
success_rate,not_applicable_without_correction,0,,,higher_is_better,Correction Recovery,0,Correct use of corrected facts after explicit correction events.,,correction_recovery,0,1,0,no_correction_cases,"[""correction_truth"", ""post_correction_answers""]",,hippo_rag,ratio,1.0
macro_precision_at_k,report_missing,1,0.2619047619047619,0.2619047619047619,higher_is_better,Retrieval Precision,0,Relevant retrieved context items divided by retrieved items at configured K.,0.2619047619047619,retrieval_precision,1,0,0,,"[""retrieval_items"", ""expected_relevant_sources""]",0,hippo_rag,precision,1.0
macro_recall_at_k,report_missing,1,0.7857142857142857,0.7857142857142857,higher_is_better,Retrieval Recall,0,Relevant retrieved context items divided by all expected relevant items.,0.7857142857142857,retrieval_recall,1,0,0,,"[""retrieval_items"", ""expected_relevant_sources""]",0,hippo_rag,recall,1.0
mean,report_missing,1,2014.2,2014.2,lower_is_better,Tokens per Query,0,Online answer input plus output tokens per completed query.,2014.2,tokens_per_query,1,0,0,,"[""llm_calls""]",0,hippo_rag,tokens,1.0
p95,report_missing,1,128126.0,128126.0,lower_is_better,p95 Latency,0,95th percentile end-to-end backend query latency.,128126.0,p95_latency,1,0,0,,"[""turn_timings""]",0,hippo_rag,milliseconds,1.0
sum,unavailable_when_pricing_missing,1,0.00996615,0.00996615,lower_is_better,Total Cost,0,Versioned provider-token cost for operational system calls.,0.00996615,total_cost,1,0,0,,"[""token_usage"", ""model_pricing""]",0,hippo_rag,usd,1.0
macro_f1,report_missing,0,,,higher_is_better,Memory Update Accuracy,0,Macro F1 over expected state transition labels after updates.,,memory_update_accuracy,0,1,0,missing_generated_state_transitions,"[""state_transitions"", ""generated_claims""]",,hippo_rag,f1,1.0
median_with_censoring,not_applicable_without_recovery_event,0,,,lower_is_better,State Recovery Time,0,Median turns to first fully correct answer after recovery-triggering events.,,state_recovery_time,0,1,0,no_recovery_event,"[""recovery_events"", ""answers""]",,hippo_rag,turns,1.0
weighted_mean,report_missing,1,0.0,0.0,higher_is_better,State Accuracy,0,Correct current-state components against ground truth.,0.0,state_accuracy,1,0,0,,"[""generated_claims"", ""ground_truth_state""]",0,csm,ratio,1.0
macro_mean,report_missing,0,,,higher_is_better,Temporal Consistency,0,"Consistency with event order, valid time, and cross-turn history.",,temporal_consistency,0,1,0,missing_temporal_ground_truth,"[""generated_claims"", ""timeline_events""]",,csm,ratio,1.0
macro_f1,report_missing,0,,,higher_is_better,Decision F1,0,Macro F1 over controlled research decision labels.,,decision_f1,0,1,0,missing_predicted_decision_labels,"[""predicted_labels"", ""ground_truth_labels""]",,csm,f1,1.0
macro_f1,report_missing,1,0.0,0.0,higher_is_better,Answer Accuracy,0,Claim-level macro F1 against accepted ground-truth claims.,0.0,answer_accuracy,1,0,0,,"[""generated_claims"", ""ground_truth_claims""]",0,csm,f1,1.0
weighted_ratio,report_missing,1,1.0,1.0,lower_is_better,Hallucination Rate,0,Unsupported plus contradicted factual claims divided by factual generated claims.,1.0,hallucination_rate,1,0,0,,"[""claim_support_classifications""]",0,csm,ratio,1.0
weighted_ratio,report_missing,1,0.0,0.0,higher_is_better,Evidence Support Rate,0,Factual claims supported by valid available evidence.,0.0,evidence_support_rate,1,0,0,,"[""claim_support_classifications"", ""citation_audit""]",0,csm,ratio,1.0
weighted_ratio,report_missing,1,1.0,1.0,lower_is_better,Unsupported Claim Rate,0,Unsupported factual claims divided by claims requiring evidence.,1.0,unsupported_claim_rate,1,0,0,,"[""claim_support_classifications""]",0,csm,ratio,1.0
weighted_ratio,report_missing,1,0.25,0.25,lower_is_better,Fabricated Citation Rate,0,Generated citations that cannot resolve to supplied valid evidence.,0.25,fabricated_citation_rate,1,0,0,,"[""citations"", ""retrieval_context""]",0,csm,ratio,1.0
weighted_ratio,report_missing,1,0.9512195121951219,0.9512195121951219,higher_is_better,Faithfulness,0,Factual claims supported by the context supplied to the final-answer model.,0.9512195121951219,faithfulness,1,0,0,,"[""generated_claims"", ""retrieval_context""]",0,csm,ratio,1.0
weighted_mean,report_missing,1,0.9512195121951219,0.9512195121951219,higher_is_better,Groundedness,0,"Evidence relevance, entailment, valid time, and resolvable lineage.",0.9512195121951219,groundedness,1,0,0,,"[""generated_claims"", ""citations"", ""source_lineage""]",0,csm,score,1.0
bin_weighted_error,not_applicable_when_missing_confidence,1,0.8739473684210521,0.8739473684210521,lower_is_better,Expected Calibration Error,0,Confidence calibration error using real answer or claim confidence values.,0.8739473684210521,expected_calibration_error,1,0,0,,"[""confidence"", ""claim_correctness""]",0,csm,ece,1.0
macro_f1,report_missing,1,0.26086956521739124,0.26086956521739124,higher_is_better,Lineage/Citation F1,0,"F1 over canonical source, document, page, and section references.",0.26086956521739124,lineage_citation_f1,1,0,0,,"[""citations"", ""expected_evidence""]",0,csm,f1,1.0
component_mean,not_applicable_without_contradiction,0,,,higher_is_better,Contradiction Handling,0,"Detection, source identification, state selection, and conflict communication.",,contradiction_handling,0,1,0,no_ground_truth_contradictions,"[""contradiction_truth"", ""generated_answer""]",,csm,score,1.0
success_rate,not_applicable_without_correction,0,,,higher_is_better,Correction Recovery,0,Correct use of corrected facts after explicit correction events.,,correction_recovery,0,1,0,no_correction_cases,"[""correction_truth"", ""post_correction_answers""]",,csm,ratio,1.0
macro_precision_at_k,report_missing,1,0.20588235294117646,0.20588235294117646,higher_is_better,Retrieval Precision,0,Relevant retrieved context items divided by retrieved items at configured K.,0.20588235294117646,retrieval_precision,1,0,0,,"[""retrieval_items"", ""expected_relevant_sources""]",0,csm,precision,1.0
macro_recall_at_k,report_missing,1,0.5,0.5,higher_is_better,Retrieval Recall,0,Relevant retrieved context items divided by all expected relevant items.,0.5,retrieval_recall,1,0,0,,"[""retrieval_items"", ""expected_relevant_sources""]",0,csm,recall,1.0
mean,report_missing,1,2806.8,2806.8,lower_is_better,Tokens per Query,0,Online answer input plus output tokens per completed query.,2806.8,tokens_per_query,1,0,0,,"[""llm_calls""]",0,csm,tokens,1.0
p95,report_missing,1,128236.65000000001,128236.65000000001,lower_is_better,p95 Latency,0,95th percentile end-to-end backend query latency.,128236.65000000001,p95_latency,1,0,0,,"[""turn_timings""]",0,csm,milliseconds,1.0
sum,unavailable_when_pricing_missing,1,0.01182285,0.01182285,lower_is_better,Total Cost,0,Versioned provider-token cost for operational system calls.,0.01182285,total_cost,1,0,0,,"[""token_usage"", ""model_pricing""]",0,csm,usd,1.0
macro_f1,report_missing,0,,,higher_is_better,Memory Update Accuracy,0,Macro F1 over expected state transition labels after updates.,,memory_update_accuracy,0,1,0,missing_generated_state_transitions,"[""state_transitions"", ""generated_claims""]",,csm,f1,1.0
median_with_censoring,not_applicable_without_recovery_event,0,,,lower_is_better,State Recovery Time,0,Median turns to first fully correct answer after recovery-triggering events.,,state_recovery_time,0,1,0,no_recovery_event,"[""recovery_events"", ""answers""]",,csm,turns,1.0
