confidence_interval,corrected_p_value,details,effect_size,metric_name,raw_p_value,sample_count,statistic,system_a,system_b,test_name
"{""high"": -0.046722222222222554, ""level"": 0.95, ""low"": -0.046722222222222554}",,"{""differences"": [-0.046722222222222554], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,expected_calibration_error,,1,-0.046722222222222554,graph_rag,hippo_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.03583333333333316, ""level"": 0.95, ""low"": 0.03583333333333316}",,"{""differences"": [0.03583333333333316], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,expected_calibration_error,,1,0.03583333333333316,graph_rag,hybrid_rag,scoped_paired_difference_normal_approximation
"{""high"": -0.15146825396825447, ""level"": 0.95, ""low"": -0.15146825396825447}",,"{""differences"": [-0.15146825396825447], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,expected_calibration_error,,1,-0.15146825396825447,graph_rag,long_context,scoped_paired_difference_normal_approximation
"{""high"": -0.16629403794037967, ""level"": 0.95, ""low"": -0.16629403794037967}",,"{""differences"": [-0.16629403794037967], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,expected_calibration_error,,1,-0.16629403794037967,graph_rag,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": 0.08255555555555572, ""level"": 0.95, ""low"": 0.08255555555555572}",,"{""differences"": [0.08255555555555572], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,expected_calibration_error,,1,0.08255555555555572,hippo_rag,hybrid_rag,scoped_paired_difference_normal_approximation
"{""high"": -0.10474603174603192, ""level"": 0.95, ""low"": -0.10474603174603192}",,"{""differences"": [-0.10474603174603192], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,expected_calibration_error,,1,-0.10474603174603192,hippo_rag,long_context,scoped_paired_difference_normal_approximation
"{""high"": -0.11957181571815712, ""level"": 0.95, ""low"": -0.11957181571815712}",,"{""differences"": [-0.11957181571815712], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,expected_calibration_error,,1,-0.11957181571815712,hippo_rag,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": -0.18730158730158764, ""level"": 0.95, ""low"": -0.18730158730158764}",,"{""differences"": [-0.18730158730158764], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,expected_calibration_error,,1,-0.18730158730158764,hybrid_rag,long_context,scoped_paired_difference_normal_approximation
"{""high"": -0.20212737127371283, ""level"": 0.95, ""low"": -0.20212737127371283}",,"{""differences"": [-0.20212737127371283], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,expected_calibration_error,,1,-0.20212737127371283,hybrid_rag,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": -0.014825783972125195, ""level"": 0.95, ""low"": -0.014825783972125195}",,"{""differences"": [-0.014825783972125195], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,expected_calibration_error,,1,-0.014825783972125195,long_context,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": 0.04487179487179488, ""level"": 0.95, ""low"": 0.04487179487179488}",,"{""differences"": [0.04487179487179488], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,fabricated_citation_rate,,1,0.04487179487179488,csm,dense_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.01470588235294118, ""level"": 0.95, ""low"": 0.01470588235294118}",,"{""differences"": [0.01470588235294118], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,fabricated_citation_rate,,1,0.01470588235294118,csm,graph_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.021428571428571436, ""level"": 0.95, ""low"": 0.021428571428571436}",,"{""differences"": [0.021428571428571436], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,fabricated_citation_rate,,1,0.021428571428571436,csm,hippo_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.03378378378378377, ""level"": 0.95, ""low"": 0.03378378378378377}",,"{""differences"": [0.03378378378378377], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,fabricated_citation_rate,,1,0.03378378378378377,csm,hybrid_rag,scoped_paired_difference_normal_approximation
"{""high"": -0.25, ""level"": 0.95, ""low"": -0.25}",,"{""differences"": [-0.25], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,fabricated_citation_rate,,1,-0.25,csm,long_context,scoped_paired_difference_normal_approximation
"{""high"": -0.25, ""level"": 0.95, ""low"": -0.25}",,"{""differences"": [-0.25], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,fabricated_citation_rate,,1,-0.25,csm,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": -0.0301659125188537, ""level"": 0.95, ""low"": -0.0301659125188537}",,"{""differences"": [-0.0301659125188537], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,fabricated_citation_rate,,1,-0.0301659125188537,dense_rag,graph_rag,scoped_paired_difference_normal_approximation
"{""high"": -0.023443223443223443, ""level"": 0.95, ""low"": -0.023443223443223443}",,"{""differences"": [-0.023443223443223443], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,fabricated_citation_rate,,1,-0.023443223443223443,dense_rag,hippo_rag,scoped_paired_difference_normal_approximation
"{""high"": -0.011088011088011107, ""level"": 0.95, ""low"": -0.011088011088011107}",,"{""differences"": [-0.011088011088011107], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,fabricated_citation_rate,,1,-0.011088011088011107,dense_rag,hybrid_rag,scoped_paired_difference_normal_approximation
"{""high"": -0.2948717948717949, ""level"": 0.95, ""low"": -0.2948717948717949}",,"{""differences"": [-0.2948717948717949], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,fabricated_citation_rate,,1,-0.2948717948717949,dense_rag,long_context,scoped_paired_difference_normal_approximation
"{""high"": -0.2948717948717949, ""level"": 0.95, ""low"": -0.2948717948717949}",,"{""differences"": [-0.2948717948717949], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,fabricated_citation_rate,,1,-0.2948717948717949,dense_rag,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": 0.006722689075630256, ""level"": 0.95, ""low"": 0.006722689075630256}",,"{""differences"": [0.006722689075630256], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,fabricated_citation_rate,,1,0.006722689075630256,graph_rag,hippo_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.019077901430842592, ""level"": 0.95, ""low"": 0.019077901430842592}",,"{""differences"": [0.019077901430842592], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,fabricated_citation_rate,,1,0.019077901430842592,graph_rag,hybrid_rag,scoped_paired_difference_normal_approximation
"{""high"": -0.2647058823529412, ""level"": 0.95, ""low"": -0.2647058823529412}",,"{""differences"": [-0.2647058823529412], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,fabricated_citation_rate,,1,-0.2647058823529412,graph_rag,long_context,scoped_paired_difference_normal_approximation
"{""high"": -0.2647058823529412, ""level"": 0.95, ""low"": -0.2647058823529412}",,"{""differences"": [-0.2647058823529412], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,fabricated_citation_rate,,1,-0.2647058823529412,graph_rag,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": 0.012355212355212336, ""level"": 0.95, ""low"": 0.012355212355212336}",,"{""differences"": [0.012355212355212336], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,fabricated_citation_rate,,1,0.012355212355212336,hippo_rag,hybrid_rag,scoped_paired_difference_normal_approximation
"{""high"": -0.27142857142857146, ""level"": 0.95, ""low"": -0.27142857142857146}",,"{""differences"": [-0.27142857142857146], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,fabricated_citation_rate,,1,-0.27142857142857146,hippo_rag,long_context,scoped_paired_difference_normal_approximation
"{""high"": -0.27142857142857146, ""level"": 0.95, ""low"": -0.27142857142857146}",,"{""differences"": [-0.27142857142857146], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,fabricated_citation_rate,,1,-0.27142857142857146,hippo_rag,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": -0.28378378378378377, ""level"": 0.95, ""low"": -0.28378378378378377}",,"{""differences"": [-0.28378378378378377], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,fabricated_citation_rate,,1,-0.28378378378378377,hybrid_rag,long_context,scoped_paired_difference_normal_approximation
"{""high"": -0.28378378378378377, ""level"": 0.95, ""low"": -0.28378378378378377}",,"{""differences"": [-0.28378378378378377], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,fabricated_citation_rate,,1,-0.28378378378378377,hybrid_rag,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,fabricated_citation_rate,,1,0.0,long_context,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": -0.04878048780487809, ""level"": 0.95, ""low"": -0.04878048780487809}",,"{""differences"": [-0.04878048780487809], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,faithfulness,,1,-0.04878048780487809,csm,dense_rag,scoped_paired_difference_normal_approximation
"{""high"": -0.04878048780487809, ""level"": 0.95, ""low"": -0.04878048780487809}",,"{""differences"": [-0.04878048780487809], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,faithfulness,,1,-0.04878048780487809,csm,graph_rag,scoped_paired_difference_normal_approximation
"{""high"": -0.04878048780487809, ""level"": 0.95, ""low"": -0.04878048780487809}",,"{""differences"": [-0.04878048780487809], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,faithfulness,,1,-0.04878048780487809,csm,hippo_rag,scoped_paired_difference_normal_approximation
"{""high"": -0.04878048780487809, ""level"": 0.95, ""low"": -0.04878048780487809}",,"{""differences"": [-0.04878048780487809], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,faithfulness,,1,-0.04878048780487809,csm,hybrid_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.15634771732332708, ""level"": 0.95, ""low"": 0.15634771732332708}",,"{""differences"": [0.15634771732332708], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,faithfulness,,1,0.15634771732332708,csm,long_context,scoped_paired_difference_normal_approximation
"{""high"": -0.04878048780487809, ""level"": 0.95, ""low"": -0.04878048780487809}",,"{""differences"": [-0.04878048780487809], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,faithfulness,,1,-0.04878048780487809,csm,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,faithfulness,,1,0.0,dense_rag,graph_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,faithfulness,,1,0.0,dense_rag,hippo_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,faithfulness,,1,0.0,dense_rag,hybrid_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.20512820512820518, ""level"": 0.95, ""low"": 0.20512820512820518}",,"{""differences"": [0.20512820512820518], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,faithfulness,,1,0.20512820512820518,dense_rag,long_context,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,faithfulness,,1,0.0,dense_rag,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,faithfulness,,1,0.0,graph_rag,hippo_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,faithfulness,,1,0.0,graph_rag,hybrid_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.20512820512820518, ""level"": 0.95, ""low"": 0.20512820512820518}",,"{""differences"": [0.20512820512820518], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,faithfulness,,1,0.20512820512820518,graph_rag,long_context,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,faithfulness,,1,0.0,graph_rag,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,faithfulness,,1,0.0,hippo_rag,hybrid_rag,scoped_paired_difference_normal_approximation
"{""high"": 0.20512820512820518, ""level"": 0.95, ""low"": 0.20512820512820518}",,"{""differences"": [0.20512820512820518], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,faithfulness,,1,0.20512820512820518,hippo_rag,long_context,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,faithfulness,,1,0.0,hippo_rag,rolling_summary,scoped_paired_difference_normal_approximation
"{""high"": 0.20512820512820518, ""level"": 0.95, ""low"": 0.20512820512820518}",,"{""differences"": [0.20512820512820518], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,faithfulness,,1,0.20512820512820518,hybrid_rag,long_context,scoped_paired_difference_normal_approximation
"{""high"": 0.0, ""level"": 0.95, ""low"": 0.0}",,"{""differences"": [0.0], ""paired_keys"": [[""8e262a8f-3296-42f8-8ce0-cd6637098f9c"", 1]], ""scope"": {""patients"": [""SYN-CSM-003""], ""questions"": ""all"", ""repetitions"": ""all"", ""systems"": [""csm"", ""dense_rag"", ""graph_rag"", ""hippo_rag"", ""hybrid_rag"", ""long_context"", ""rolling_summary""]}}",,faithfulness,,1,0.0,hybrid_rag,rolling_summary,scoped_paired_difference_normal_approximation
