applicable,audit_file,calculation_reason,denominator,metric_name,numerator,observation_value,patient,question_id,question_number,reason_not_applicable,system,turn_id
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-002,016722eb-dde1-46f8-817e-5ae7fa78a4e9,16,missing_expected_decision_labels,hybrid_rag,07f5a23a-da54-4b5b-9262-69ce5cdd2b22
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-002,016722eb-dde1-46f8-817e-5ae7fa78a4e9,16,missing_expected_decision_labels,graph_rag,2339aaa0-a2e7-4cf7-961d-58727abbe090
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-002,016722eb-dde1-46f8-817e-5ae7fa78a4e9,16,missing_expected_decision_labels,dense_rag,33b89acb-b776-449f-a2d1-51208ab52994
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-002,016722eb-dde1-46f8-817e-5ae7fa78a4e9,16,missing_expected_decision_labels,hippo_rag,3e46ca05-d194-491f-a555-7e6df555ce2c
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,016722eb-dde1-46f8-817e-5ae7fa78a4e9,16,missing_expected_decision_labels,csm,a31d64a7-9679-46dc-9e2a-ce529f0ab5de
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-002,016722eb-dde1-46f8-817e-5ae7fa78a4e9,16,missing_expected_decision_labels,long_context,aa38fcfe-b5a2-418f-83d4-0379cb328727
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-002,016722eb-dde1-46f8-817e-5ae7fa78a4e9,16,missing_expected_decision_labels,rolling_summary,dae4ccf5-253b-4ab4-9e9c-4407d914137b
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-002,b1a9f611-67d9-41b2-88b5-0a4f2da21474,17,missing_expected_decision_labels,long_context,10a5944e-ae3a-41c7-a929-2f0ae85c6cfa
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-002,b1a9f611-67d9-41b2-88b5-0a4f2da21474,17,missing_expected_decision_labels,graph_rag,2991588c-8032-4da6-b6f2-d8a60905c8d2
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,b1a9f611-67d9-41b2-88b5-0a4f2da21474,17,missing_expected_decision_labels,hybrid_rag,4467d2ec-a93c-425b-b627-e09bd57a72bc
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-002,b1a9f611-67d9-41b2-88b5-0a4f2da21474,17,missing_expected_decision_labels,csm,9ce40c10-3eb0-4dfd-b68b-afc3ba0753f0
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,b1a9f611-67d9-41b2-88b5-0a4f2da21474,17,missing_expected_decision_labels,dense_rag,b41169c6-a801-4be4-b465-6af7cc1f0a93
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,b1a9f611-67d9-41b2-88b5-0a4f2da21474,17,missing_expected_decision_labels,hippo_rag,cfc076ff-d5eb-4992-b008-cc9270c87a16
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,b1a9f611-67d9-41b2-88b5-0a4f2da21474,17,missing_expected_decision_labels,rolling_summary,f3426894-397f-4144-b584-035328dce66b
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,6accdf25-02cc-493a-b800-7f601a461f8d,18,missing_expected_decision_labels,hybrid_rag,2a8cdc04-2dae-4487-bfab-9a73b71ae027
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,6accdf25-02cc-493a-b800-7f601a461f8d,18,missing_expected_decision_labels,rolling_summary,36fe3cf1-c72b-4b0d-9636-e7eab56dc087
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,6accdf25-02cc-493a-b800-7f601a461f8d,18,missing_expected_decision_labels,dense_rag,569f46c4-f778-4d95-8c2d-7a7aee91124b
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,6accdf25-02cc-493a-b800-7f601a461f8d,18,missing_expected_decision_labels,csm,72869b27-3d3d-4fa7-85be-b12662ff9f1b
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,6accdf25-02cc-493a-b800-7f601a461f8d,18,missing_expected_decision_labels,graph_rag,97282fdc-d0d8-4ca5-9f9c-bcd1689f109f
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,6accdf25-02cc-493a-b800-7f601a461f8d,18,missing_expected_decision_labels,hippo_rag,a2125520-e5a4-479d-b076-824a308f10ca
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,6accdf25-02cc-493a-b800-7f601a461f8d,18,missing_expected_decision_labels,long_context,efd6b07c-6539-4b09-b948-4bad71b486e6
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,aad63e40-062e-40c2-a0e6-e57c33763657,19,missing_expected_decision_labels,long_context,2b5fe016-f803-4dde-a826-81a71cf5661e
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,aad63e40-062e-40c2-a0e6-e57c33763657,19,missing_expected_decision_labels,hippo_rag,65d614e4-edab-43d8-90f2-c6c98dfc378c
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,aad63e40-062e-40c2-a0e6-e57c33763657,19,missing_expected_decision_labels,graph_rag,83fd8ca1-9572-4847-bb41-873e429abd86
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,aad63e40-062e-40c2-a0e6-e57c33763657,19,missing_expected_decision_labels,dense_rag,be20d942-b5f1-49d8-9698-bf0ac33f41b4
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,aad63e40-062e-40c2-a0e6-e57c33763657,19,missing_expected_decision_labels,csm,c9a2ee56-f892-47a4-8d57-e5ec316c0145
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['monitor'],,decision_f1,,,SYN-CSM-002,aad63e40-062e-40c2-a0e6-e57c33763657,19,missing_expected_decision_labels,rolling_summary,ee51c88b-68d4-421a-b6e3-fe4ffb032786
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,aad63e40-062e-40c2-a0e6-e57c33763657,19,missing_expected_decision_labels,hybrid_rag,f4e771de-124c-4a1f-b1f1-be0fbf10cdc4
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['refer'],,decision_f1,,,SYN-CSM-002,7c02223e-35a6-43a5-9fee-70111d63d4bb,20,missing_expected_decision_labels,rolling_summary,052c474a-3713-4ce2-909a-efa07319c9ee
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,7c02223e-35a6-43a5-9fee-70111d63d4bb,20,missing_expected_decision_labels,dense_rag,3192f435-8206-4aa5-9f8d-9f4fb24f266a
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-002,7c02223e-35a6-43a5-9fee-70111d63d4bb,20,missing_expected_decision_labels,long_context,64d80cb5-c3fe-48f8-b255-fd129422d75e
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=[],,decision_f1,,,SYN-CSM-002,7c02223e-35a6-43a5-9fee-70111d63d4bb,20,missing_expected_decision_labels,hybrid_rag,89c8c58b-198f-4d54-bc96-5ccefa34164f
False,decision_label_audit.csv,"missing_expected_decision_labels; expected=[] predicted=['refer', 'treat']",,decision_f1,,,SYN-CSM-002,7c02223e-35a6-43a5-9fee-70111d63d4bb,20,missing_expected_decision_labels,hippo_rag,b4ebc727-e1a1-472b-bbdc-2539431168b9
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['treat'],,decision_f1,,,SYN-CSM-002,7c02223e-35a6-43a5-9fee-70111d63d4bb,20,missing_expected_decision_labels,csm,b53d7fcd-4887-4ca7-bbec-1991f4922c5a
False,decision_label_audit.csv,missing_expected_decision_labels; expected=[] predicted=['refer'],,decision_f1,,,SYN-CSM-002,7c02223e-35a6-43a5-9fee-70111d63d4bb,20,missing_expected_decision_labels,graph_rag,d0d0ca2b-9c6c-4a0a-a862-866589f0a6ad
