applicable,calculation_reason,f1,false_negative,false_positive,patient,precision,question_id,question_number,reason_not_applicable,recall,system,true_positive,turn_id
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,3,SYN-CSM-002,0.0,b1a9f611-67d9-41b2-88b5-0a4f2da21474,17,,0.0,dense_rag,0,b41169c6-a801-4be4-b465-6af7cc1f0a93
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,4,SYN-CSM-002,0.0,b1a9f611-67d9-41b2-88b5-0a4f2da21474,17,,0.0,hippo_rag,0,cfc076ff-d5eb-4992-b008-cc9270c87a16
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,b1a9f611-67d9-41b2-88b5-0a4f2da21474,17,,0.0,rolling_summary,0,f3426894-397f-4144-b584-035328dce66b
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,3,SYN-CSM-002,0.0,6accdf25-02cc-493a-b800-7f601a461f8d,18,,0.0,hybrid_rag,0,2a8cdc04-2dae-4487-bfab-9a73b71ae027
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-002,0.0,6accdf25-02cc-493a-b800-7f601a461f8d,18,,0.0,rolling_summary,0,36fe3cf1-c72b-4b0d-9636-e7eab56dc087
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,3,SYN-CSM-002,0.0,6accdf25-02cc-493a-b800-7f601a461f8d,18,,0.0,dense_rag,0,569f46c4-f778-4d95-8c2d-7a7aee91124b
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,3,SYN-CSM-002,0.0,6accdf25-02cc-493a-b800-7f601a461f8d,18,,0.0,csm,0,72869b27-3d3d-4fa7-85be-b12662ff9f1b
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-002,0.0,6accdf25-02cc-493a-b800-7f601a461f8d,18,,0.0,graph_rag,0,97282fdc-d0d8-4ca5-9f9c-bcd1689f109f
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-002,0.0,6accdf25-02cc-493a-b800-7f601a461f8d,18,,0.0,hippo_rag,0,a2125520-e5a4-479d-b076-824a308f10ca
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-002,0.0,6accdf25-02cc-493a-b800-7f601a461f8d,18,,0.0,long_context,0,efd6b07c-6539-4b09-b948-4bad71b486e6
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,aad63e40-062e-40c2-a0e6-e57c33763657,19,,0.0,long_context,0,2b5fe016-f803-4dde-a826-81a71cf5661e
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-002,0.0,aad63e40-062e-40c2-a0e6-e57c33763657,19,,0.0,hippo_rag,0,65d614e4-edab-43d8-90f2-c6c98dfc378c
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,aad63e40-062e-40c2-a0e6-e57c33763657,19,,0.0,graph_rag,0,83fd8ca1-9572-4847-bb41-873e429abd86
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,aad63e40-062e-40c2-a0e6-e57c33763657,19,,0.0,dense_rag,0,be20d942-b5f1-49d8-9698-bf0ac33f41b4
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,4,SYN-CSM-002,0.0,aad63e40-062e-40c2-a0e6-e57c33763657,19,,0.0,csm,0,c9a2ee56-f892-47a4-8d57-e5ec316c0145
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,2,SYN-CSM-002,0.0,aad63e40-062e-40c2-a0e6-e57c33763657,19,,0.0,rolling_summary,0,ee51c88b-68d4-421a-b6e3-fe4ffb032786
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,2,1,SYN-CSM-002,0.0,aad63e40-062e-40c2-a0e6-e57c33763657,19,,0.0,hybrid_rag,0,f4e771de-124c-4a1f-b1f1-be0fbf10cdc4
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,4,SYN-CSM-002,0.0,7c02223e-35a6-43a5-9fee-70111d63d4bb,20,,0.0,rolling_summary,0,052c474a-3713-4ce2-909a-efa07319c9ee
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,4,SYN-CSM-002,0.0,7c02223e-35a6-43a5-9fee-70111d63d4bb,20,,0.0,dense_rag,0,3192f435-8206-4aa5-9f8d-9f4fb24f266a
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,4,SYN-CSM-002,0.0,7c02223e-35a6-43a5-9fee-70111d63d4bb,20,,0.0,long_context,0,64d80cb5-c3fe-48f8-b255-fd129422d75e
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,4,SYN-CSM-002,0.0,7c02223e-35a6-43a5-9fee-70111d63d4bb,20,,0.0,hybrid_rag,0,89c8c58b-198f-4d54-bc96-5ccefa34164f
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,6,SYN-CSM-002,0.0,7c02223e-35a6-43a5-9fee-70111d63d4bb,20,,0.0,hippo_rag,0,b4ebc727-e1a1-472b-bbdc-2539431168b9
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,5,SYN-CSM-002,0.0,7c02223e-35a6-43a5-9fee-70111d63d4bb,20,,0.0,csm,0,b53d7fcd-4887-4ca7-bbec-1991f4922c5a
True,claim_level_precision_recall_f1_without_claim_id_matching,0.0,6,7,SYN-CSM-002,0.0,7c02223e-35a6-43a5-9fee-70111d63d4bb,20,,0.0,graph_rag,0,d0d0ca2b-9c6c-4a0a-a862-866589f0a6ad
