citation_ids,claim_id,claim_text,claim_uuid,confidence,repetition,source_support_status,system,turn_id
"[""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99""]",A3,"Without a documented stop instruction, the active medication state for apixaban should not be updated.",a5cd24cc-8fc1-446f-919a-b74df35b5298,0.8,1,,csm_v3,7ce52579-926b-4dcf-a21c-681385344b60
"[""145a1a47-3231-43a9-8d23-24880122e956""]",A1,The patient reported becoming breathless after climbing 14 stairs.,e52b1ed1-0756-47d9-aa19-8d7e06c9d0c2,0.95,1,,csm_v3,14aa1aec-d9b9-4a77-9d7d-9c48d638ba59
"[""2eb49637-d46b-497e-9788-29ddb867d3bc""]",A3,"Resting heart rate measured on 22 April 2026 was 78 beats/min, improved from a prior value of 112 beats/min.",8b54c9a3-fa7a-4cc1-903a-46759993f0dc,0.95,1,,csm_v3,2da76a6a-0ae3-4f60-a525-5dc459714c4a
"[""A1"", ""A2"", ""A3"", ""A5""]",A6,"Given stable condition, improved heart rate, and no acute issues, routine clinician follow-up is the appropriate priority.",11d2ac18-2ed5-4531-87fa-f123d5d14b56,0.9,1,,csm_v3,2da76a6a-0ae3-4f60-a525-5dc459714c4a
"[""2eb49637-d46b-497e-9788-29ddb867d3bc"", ""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""9ed89967-8788-465f-bd08-3dfeb36c7f7b"", ""4e13f76b-deab-47b5-94a0-d13b01eea584""]",A5,"There are no documented urgent clinical concerns (e.g., symptomatic tachyarrhythmia, hemodynamic instability) at the time of the 22 April assessment.",ea859ada-6700-40f0-b8df-43184387eee5,0.9,1,,csm_v3,2da76a6a-0ae3-4f60-a525-5dc459714c4a
"[""4e13f76b-deab-47b5-94a0-d13b01eea584""]",A4,No drug allergies are recorded for the patient.,de08fe5f-8f19-486c-bc22-7fb91e2f2070,0.95,1,,csm_v3,2da76a6a-0ae3-4f60-a525-5dc459714c4a
"[""9ed89967-8788-465f-bd08-3dfeb36c7f7b""]",A2,The patient is on active metoprolol succinate 50 mg daily for rate control.,11c02ecc-ff11-4e03-ad87-776ca809327c,0.95,1,,csm_v3,2da76a6a-0ae3-4f60-a525-5dc459714c4a
"[""5c05a6f5-73c3-40ce-b489-9e78826d7e30""]",A1,The patient has active atrial fibrillation.,23a33692-d12c-462c-bd2f-6fef09fd2381,0.95,1,,csm_v3,2da76a6a-0ae3-4f60-a525-5dc459714c4a
[],A1,No evidence of symptom improvement before 22 April is present in the patient records.,ad03d3f5-010f-4b83-94d0-302a50ccf582,,1,,csm_v3,0d67cf99-b327-43bd-962c-76204025d7a6
"[""c841df57-92ee-483d-9468-72d67a2bb245""]",A6,"Blood pressure of 146/88 mmHg remains elevated, which does not support overall improvement.",963e32c3-b87e-4527-b95b-31bfee6233a6,0.95,1,,csm_v3,38b518a1-a2a8-44a1-a5c5-3cb7cf18dd29
"[""52f1e0d3-7b1e-4fdb-97d7-386d643d0c99""]",A3,"Apixaban 5 mg twice daily is active, providing anticoagulation for atrial fibrillation.",78a74d9b-1405-48c1-aadb-2cb1ff7080a0,0.95,1,,csm_v3,38b518a1-a2a8-44a1-a5c5-3cb7cf18dd29
"[""2eb49637-d46b-497e-9788-29ddb867d3bc""]",A1,"Resting heart rate decreased from 112 bpm to 78 bpm, indicating improved treatment response.",da8ed2a8-e87c-47ce-9652-f1831f9a09b5,0.95,1,,csm_v3,38b518a1-a2a8-44a1-a5c5-3cb7cf18dd29
"[""5c05a6f5-73c3-40ce-b489-9e78826d7e30""]",A4,"Atrial fibrillation is an active, confirmed condition, establishing the therapeutic target.",0819af77-0cf4-4b2a-9793-155db945a39b,0.95,1,,csm_v3,38b518a1-a2a8-44a1-a5c5-3cb7cf18dd29
"[""4e13f76b-deab-47b5-94a0-d13b01eea584""]",A5,"No known drug allergies are recorded, removing a barrier to medication use.",17ebaf4b-e3c6-48a2-a000-82b1649ee886,0.95,1,,csm_v3,38b518a1-a2a8-44a1-a5c5-3cb7cf18dd29
"[""9ed89967-8788-465f-bd08-3dfeb36c7f7b""]",A2,"Metoprolol succinate 50 mg daily is active, providing rate‑control therapy.",a06ff335-fcce-4979-ad49-fc91d60f0317,0.95,1,,csm_v3,38b518a1-a2a8-44a1-a5c5-3cb7cf18dd29
"[""125c4ac3-3e2a-4a60-8b87-d8ca4359bf17""]",A2,The Erroneous syncope note dated 5 April is retracted and must not be used as evidence of true syncope.,cae89c53-067e-4752-9959-37a4c76a8f5d,0.95,1,,csm_v3,8f4ed741-b6ee-4b04-87da-cbe6421f0a6e
"[""b85ded5f-dc7a-4ddc-93b1-2ae4b51ccd78""]",A1,The 5 April syncope statement is retracted and must not be used as active patient evidence.,f1a17743-7e6b-4a5c-920e-bf840961e1d6,0.95,1,,csm_v3,8f4ed741-b6ee-4b04-87da-cbe6421f0a6e
"[""5c05a6f5-73c3-40ce-b489-9e78826d7e30"", ""145a1a47-3231-43a9-8d23-24880122e956"", ""b85ded5f-dc7a-4ddc-93b1-2ae4b51ccd78""]",A2,No evidence of cure or resolution of atrial fibrillation is found in the retrieved patient information.,f77524a1-7a30-493f-aac4-9095cbea0b96,0.85,1,,csm_v3,f2410869-240a-4a8d-8689-a35731069216
"[""5c05a6f5-73c3-40ce-b489-9e78826d7e30""]",A1,Atrial fibrillation is recorded as an active condition as of 2026-04-01.,12eafb89-cf81-4693-936b-a2f2c7d385f6,0.95,1,,csm_v3,f2410869-240a-4a8d-8689-a35731069216
"[""145a1a47-3231-43a9-8d23-24880122e956""]",A1,The delayed breathlessness note occurred on 2026-04-02T18:00:00+05:30.,0e00e1a3-568c-4ea8-ab6b-b80b3e159e47,0.9,1,,csm_v3,9ffdc250-f005-466b-a4f4-5b8e31651129
"[""3b2423e5-90d3-4fd0-8c34-b3ce66384bfc""]",A2,Worsening vital signs were documented on 2026-04-08.,db9fad1b-db34-427f-b31d-be24c5e05372,0.9,1,,csm_v3,9ffdc250-f005-466b-a4f4-5b8e31651129
"[""a3b3e29c-c9d4-400e-ad81-3062d9c90bda""]",A3,A treatment adjustment was made on 2026-04-22T10:00:00+05:30.,57a6d7b7-d4b5-41e4-9f05-265852da66e2,0.9,1,,csm_v3,9ffdc250-f005-466b-a4f4-5b8e31651129
"[""2eb49637-d46b-497e-9788-29ddb867d3bc""]",A4,Follow-up improvement was observed on 2026-04-22T10:00:00+05:30.,7da582fe-9b1d-436e-a907-9e0ad0cfed2d,0.9,1,,csm_v3,9ffdc250-f005-466b-a4f4-5b8e31651129
"[""5c05a6f5-73c3-40ce-b489-9e78826d7e30""]",A1,Patient has active atrial fibrillation diagnosed on 2023-08-01.,e82dff4a-a811-4a58-9095-5e376c1dc25b,0.45,1,,csm_v3,65cfc1af-5d06-4336-8851-5b02fa2e6a40
"[""9ed89967-8788-465f-bd08-3dfeb36c7f7b""]",A2,Metoprolol succinate 25 mg once daily was prescribed starting 2025-06-01 and ended 2026-04-09 for rate control.,3733ab6c-211f-4950-9c60-524a7e533c7b,0.45,1,,csm_v3,65cfc1af-5d06-4336-8851-5b02fa2e6a40
"[""9ed89967-8788-465f-bd08-3dfeb36c7f7b""]",A3,Metoprolol succinate dose was increased to 50 mg once daily beginning 2026-04-09.,73396a9a-d04f-4fa6-b742-276fde7f7403,0.57,1,,csm_v3,65cfc1af-5d06-4336-8851-5b02fa2e6a40
"[""2eb49637-d46b-497e-9788-29ddb867d3bc""]",A4,"Resting heart rate measured 78 beats/min on 2026-04-22, improved from a prior rate of 112 beats/min.",ad735681-5ef0-4bb7-bd38-08726da44920,0.45,1,,csm_v3,65cfc1af-5d06-4336-8851-5b02fa2e6a40
"[""4e13f76b-deab-47b5-94a0-d13b01eea584""]",A5,No known drug allergies are recorded.,4a737b77-5eeb-4d0c-a040-f6b44a92908b,0.48,1,,csm_v3,65cfc1af-5d06-4336-8851-5b02fa2e6a40
"[""b85ded5f-dc7a-4ddc-93b1-2ae4b51ccd78""]",A6,A prior syncope statement dated 5 April was retracted on 2026-04-15 and is not active evidence.,88a9d8c3-ab99-423f-9098-a434f0aa4d76,0.55,1,,csm_v3,65cfc1af-5d06-4336-8851-5b02fa2e6a40
