aggregation_level,applicability_rules,applicable_rows,ci95_high,ci95_low,direction,display_name,failed_rows,formula,mean,metric_name,n,not_applicable_rows,pending_rows,reason_not_applicable,required_inputs,stddev,system,unit,version
macro_f1,report_missing,0,,,higher_is_better,Answer Accuracy,0,Claim-level macro F1 against accepted ground-truth claims.,,answer_accuracy,0,0,0,,"[""generated_claims"", ""ground_truth_claims""]",,csm,f1,1.0
weighted_ratio,report_missing,0,,,lower_is_better,Hallucination Rate,0,Unsupported plus contradicted factual claims divided by factual generated claims.,,hallucination_rate,0,0,0,,"[""claim_support_classifications""]",,csm,ratio,1.0
weighted_ratio,report_missing,0,,,higher_is_better,Evidence Support Rate,0,Factual claims supported by valid available evidence.,,evidence_support_rate,0,0,0,,"[""claim_support_classifications"", ""citation_audit""]",,csm,ratio,1.0
weighted_ratio,report_missing,0,,,lower_is_better,Unsupported Claim Rate,0,Unsupported factual claims divided by claims requiring evidence.,,unsupported_claim_rate,0,0,0,,"[""claim_support_classifications""]",,csm,ratio,1.0
weighted_ratio,report_missing,0,,,lower_is_better,Fabricated Citation Rate,0,Generated citations that cannot resolve to supplied valid evidence.,,fabricated_citation_rate,0,0,0,,"[""citations"", ""retrieval_context""]",,csm,ratio,1.0
weighted_ratio,report_missing,0,,,higher_is_better,Faithfulness,0,Factual claims supported by the context supplied to the final-answer model.,,faithfulness,0,0,0,,"[""generated_claims"", ""retrieval_context""]",,csm,ratio,1.0
weighted_mean,report_missing,0,,,higher_is_better,Groundedness,0,"Evidence relevance, entailment, valid time, and resolvable lineage.",,groundedness,0,0,0,,"[""generated_claims"", ""citations"", ""source_lineage""]",,csm,score,1.0
bin_weighted_error,not_applicable_when_missing_confidence,0,,,lower_is_better,Expected Calibration Error,0,Confidence calibration error using real answer or claim confidence values.,,expected_calibration_error,0,0,0,,"[""confidence"", ""claim_correctness""]",,csm,ece,1.0
macro_f1,report_missing,0,,,higher_is_better,Lineage/Citation F1,0,"F1 over canonical source, document, page, and section references.",,lineage_citation_f1,0,0,0,,"[""citations"", ""expected_evidence""]",,csm,f1,1.0
component_mean,not_applicable_without_contradiction,0,,,higher_is_better,Contradiction Handling,0,"Detection, source identification, state selection, and conflict communication.",,contradiction_handling,0,0,0,,"[""contradiction_truth"", ""generated_answer""]",,csm,score,1.0
success_rate,not_applicable_without_correction,0,,,higher_is_better,Correction Recovery,0,Correct use of corrected facts after explicit correction events.,,correction_recovery,0,0,0,,"[""correction_truth"", ""post_correction_answers""]",,csm,ratio,1.0
macro_precision_at_k,report_missing,0,,,higher_is_better,Retrieval Precision,0,Relevant retrieved context items divided by retrieved items at configured K.,,retrieval_precision,0,0,0,,"[""retrieval_items"", ""expected_relevant_sources""]",,csm,precision,1.0
macro_recall_at_k,report_missing,0,,,higher_is_better,Retrieval Recall,0,Relevant retrieved context items divided by all expected relevant items.,,retrieval_recall,0,0,0,,"[""retrieval_items"", ""expected_relevant_sources""]",,csm,recall,1.0
mean,report_missing,0,,,lower_is_better,Tokens per Query,0,Online answer input plus output tokens per completed query.,,tokens_per_query,0,0,0,,"[""llm_calls""]",,csm,tokens,1.0
p95,report_missing,0,,,lower_is_better,p95 Latency,0,95th percentile end-to-end backend query latency.,,p95_latency,0,0,0,,"[""turn_timings""]",,csm,milliseconds,1.0
sum,unavailable_when_pricing_missing,0,,,lower_is_better,Total Cost,0,Versioned provider-token cost for operational system calls.,,total_cost,0,0,0,,"[""token_usage"", ""model_pricing""]",,csm,usd,1.0
macro_f1,report_missing,0,,,higher_is_better,Memory Update Accuracy,0,Macro F1 over expected state transition labels after updates.,,memory_update_accuracy,0,0,0,,"[""state_transitions"", ""generated_claims""]",,csm,f1,1.0
median_with_censoring,not_applicable_without_recovery_event,0,,,lower_is_better,State Recovery Time,0,Median turns to first fully correct answer after recovery-triggering events.,,state_recovery_time,0,0,0,,"[""recovery_events"", ""answers""]",,csm,turns,1.0
weighted_mean,report_missing,3,0.0,0.0,higher_is_better,State Accuracy,0,Correct current-state components against ground truth.,0.0,state_accuracy,3,0,0,,"[""generated_claims"", ""ground_truth_state""]",0.0,csm_v3,ratio,1.0
macro_mean,report_missing,0,,,higher_is_better,Temporal Consistency,0,"Consistency with event order, valid time, and cross-turn history.",,temporal_consistency,0,3,0,missing_generated_temporal_assertions,"[""generated_claims"", ""timeline_events""]",,csm_v3,ratio,1.0
macro_f1,report_missing,0,,,higher_is_better,Decision F1,0,Macro F1 over controlled research decision labels.,,decision_f1,0,3,0,missing_predicted_decision_labels,"[""predicted_labels"", ""ground_truth_labels""]",,csm_v3,f1,1.0
macro_f1,report_missing,3,0.0,0.0,higher_is_better,Answer Accuracy,0,Claim-level macro F1 against accepted ground-truth claims.,0.0,answer_accuracy,3,0,0,,"[""generated_claims"", ""ground_truth_claims""]",0.0,csm_v3,f1,1.0
weighted_ratio,report_missing,3,1.0,1.0,lower_is_better,Hallucination Rate,0,Unsupported plus contradicted factual claims divided by factual generated claims.,1.0,hallucination_rate,3,0,0,,"[""claim_support_classifications""]",0.0,csm_v3,ratio,1.0
weighted_ratio,report_missing,3,0.0,0.0,higher_is_better,Evidence Support Rate,0,Factual claims supported by valid available evidence.,0.0,evidence_support_rate,3,0,0,,"[""claim_support_classifications"", ""citation_audit""]",0.0,csm_v3,ratio,1.0
weighted_ratio,report_missing,3,1.0,1.0,lower_is_better,Unsupported Claim Rate,0,Unsupported factual claims divided by claims requiring evidence.,1.0,unsupported_claim_rate,3,0,0,,"[""claim_support_classifications""]",0.0,csm_v3,ratio,1.0
weighted_ratio,report_missing,3,0.48184399268654754,0.4592761335248565,lower_is_better,Fabricated Citation Rate,0,Generated citations that cannot resolve to supplied valid evidence.,0.47056006310570203,fabricated_citation_rate,3,0,0,,"[""citations"", ""retrieval_context""]",0.009971601705639687,csm_v3,ratio,1.0
weighted_ratio,report_missing,3,0.9694758000953262,0.7872233037586515,higher_is_better,Faithfulness,0,Factual claims supported by the context supplied to the final-answer model.,0.8783495519269888,faithfulness,3,0,0,,"[""generated_claims"", ""retrieval_context""]",0.08052821006667887,csm_v3,ratio,1.0
weighted_mean,report_missing,3,0.9694758000953262,0.7872233037586515,higher_is_better,Groundedness,0,"Evidence relevance, entailment, valid time, and resolvable lineage.",0.8783495519269888,groundedness,3,0,0,,"[""generated_claims"", ""citations"", ""source_lineage""]",0.08052821006667887,csm_v3,score,1.0
bin_weighted_error,not_applicable_when_missing_confidence,3,0.9277771305457488,0.8588339805653619,lower_is_better,Expected Calibration Error,0,Confidence calibration error using real answer or claim confidence values.,0.8933055555555554,expected_calibration_error,3,0,0,,"[""confidence"", ""claim_correctness""]",0.030462509846905995,csm_v3,ece,1.0
macro_f1,report_missing,3,0.33455947906190836,0.24146914347834209,higher_is_better,Lineage/Citation F1,0,"F1 over canonical source, document, page, and section references.",0.2880143112701252,lineage_citation_f1,3,0,0,,"[""citations"", ""expected_evidence""]",0.04113193646029943,csm_v3,f1,1.0
component_mean,not_applicable_without_contradiction,1,0.0,0.0,higher_is_better,Contradiction Handling,0,"Detection, source identification, state selection, and conflict communication.",0.0,contradiction_handling,1,2,0,no_ground_truth_contradictions,"[""contradiction_truth"", ""generated_answer""]",0,csm_v3,score,1.0
success_rate,not_applicable_without_correction,2,0.0,0.0,higher_is_better,Correction Recovery,0,Correct use of corrected facts after explicit correction events.,0.0,correction_recovery,2,1,0,no_correction_cases,"[""correction_truth"", ""post_correction_answers""]",0.0,csm_v3,ratio,1.0
macro_precision_at_k,report_missing,3,0.42370436125922534,0.3347781621849349,higher_is_better,Retrieval Precision,0,Relevant retrieved context items divided by retrieved items at configured K.,0.3792412617220801,retrieval_precision,3,0,0,,"[""retrieval_items"", ""expected_relevant_sources""]",0.03929201401037132,csm_v3,precision,1.0
macro_recall_at_k,report_missing,3,0.8175924800822457,0.44378318129341576,higher_is_better,Retrieval Recall,0,Relevant retrieved context items divided by all expected relevant items.,0.6306878306878307,retrieval_recall,3,0,0,,"[""retrieval_items"", ""expected_relevant_sources""]",0.16516752496019102,csm_v3,recall,1.0
mean,report_missing,3,2874.2596811165104,2370.373652216823,lower_is_better,Tokens per Query,0,Online answer input plus output tokens per completed query.,2622.3166666666666,tokens_per_query,3,0,0,,"[""llm_calls""]",222.6418885914229,csm_v3,tokens,1.0
p95,report_missing,3,71734.40411474273,36363.629218590606,lower_is_better,p95 Latency,0,95th percentile end-to-end backend query latency.,54049.01666666667,p95_latency,3,0,0,,"[""turn_timings""]",15628.566128371753,csm_v3,milliseconds,1.0
sum,unavailable_when_pricing_missing,3,0.012476800421483747,0.010070399578516253,lower_is_better,Total Cost,0,Versioned provider-token cost for operational system calls.,0.0112736,total_cost,3,0,0,,"[""token_usage"", ""model_pricing""]",0.0010632674804582332,csm_v3,usd,1.0
macro_f1,report_missing,0,,,higher_is_better,Memory Update Accuracy,0,Macro F1 over expected state transition labels after updates.,,memory_update_accuracy,0,3,0,missing_generated_state_transitions,"[""state_transitions"", ""generated_claims""]",,csm_v3,f1,1.0
median_with_censoring,not_applicable_without_recovery_event,0,,,lower_is_better,State Recovery Time,0,Median turns to first fully correct answer after recovery-triggering events.,,state_recovery_time,0,3,0,no_recovery_event,"[""recovery_events"", ""answers""]",,csm_v3,turns,1.0
